,sketchID,orig_gameID,stimuli,strokeRoiNum,condition,strokeLabel,voted,groundtruth,loc_err,size_err,norm_loc_err,norm_size_err,omission
45,gears_1.8798-4a19eaf6-12f9-4a97-adf2-469707d7995f,8798-4a19eaf6-12f9-4a97-adf2-469707d7995f,gears_1,1.0,depictive,gear,True,gear,52.86066590575643,130.8166656049603,33.00042986502876,83.20533234648524,0
95,gears_1.8798-4a19eaf6-12f9-4a97-adf2-469707d7995f,8798-4a19eaf6-12f9-4a97-adf2-469707d7995f,gears_1,2.0,depictive,gear,True,gear,134.80077892950027,121.01652779682617,113.88783201548176,68.55666713543114,0
145,gears_1.8798-4a19eaf6-12f9-4a97-adf2-469707d7995f,8798-4a19eaf6-12f9-4a97-adf2-469707d7995f,gears_1,3.0,depictive,,False,gear,,,,,1
195,gears_1.8798-4a19eaf6-12f9-4a97-adf2-469707d7995f,8798-4a19eaf6-12f9-4a97-adf2-469707d7995f,gears_1,4.0,depictive,gear,True,gear,122.00409829181969,113.27841806805037,119.55199401171684,60.78464850777401,0
245,gears_1.8798-4a19eaf6-12f9-4a97-adf2-469707d7995f,8798-4a19eaf6-12f9-4a97-adf2-469707d7995f,gears_1,5.0,depictive,background,True,background,40.50308630215727,312.86099149622345,30.895005166687632,205.86677672084548,0
46,gears_1.9226-c136ef9a-0131-4850-bf5f-1beaf85afcc6,9226-c136ef9a-0131-4850-bf5f-1beaf85afcc6,gears_1,1.0,depictive,gear,True,gear,15.620499351813308,28.284271247461902,34.627086623529834,89.60422761566694,0
96,gears_1.9226-c136ef9a-0131-4850-bf5f-1beaf85afcc6,9226-c136ef9a-0131-4850-bf5f-1beaf85afcc6,gears_1,2.0,depictive,gear,True,gear,25.347583711273153,24.698178070456937,22.679643055271374,125.64308387698485,0
146,gears_1.9226-c136ef9a-0131-4850-bf5f-1beaf85afcc6,9226-c136ef9a-0131-4850-bf5f-1beaf85afcc6,gears_1,3.0,depictive,gear,True,gear,14.508618128546908,9.486832980505138,8.803228938585569,93.1743580367705,0
196,gears_1.9226-c136ef9a-0131-4850-bf5f-1beaf85afcc6,9226-c136ef9a-0131-4850-bf5f-1beaf85afcc6,gears_1,4.0,depictive,gear,True,gear,37.61980861195336,15.652475842498529,15.374132719027369,84.774327997888,0
246,gears_1.9226-c136ef9a-0131-4850-bf5f-1beaf85afcc6,9226-c136ef9a-0131-4850-bf5f-1beaf85afcc6,gears_1,5.0,depictive,background,True,background,53.115440316352455,142.52368224263643,49.68954511563981,466.6942254755772,0
47,gears_1.9393-2960082e-f208-4821-ac8e-759fbc3f4d02,9393-2960082e-f208-4821-ac8e-759fbc3f4d02,gears_1,1.0,explanatory,gear,True,gear,93.94147114027967,96.82974749528164,77.89733363532348,37.13454426441926,0
97,gears_1.9393-2960082e-f208-4821-ac8e-759fbc3f4d02,9393-2960082e-f208-4821-ac8e-759fbc3f4d02,gears_1,2.0,explanatory,gear,True,gear,126.36653037889424,106.66770832824712,108.17456068079913,49.73344966858723,0
147,gears_1.9393-2960082e-f208-4821-ac8e-759fbc3f4d02,9393-2960082e-f208-4821-ac8e-759fbc3f4d02,gears_1,3.0,explanatory,gear,True,gear,139.29106216839614,68.11754546370561,134.92428304445596,14.052838030720904,0
197,gears_1.9393-2960082e-f208-4821-ac8e-759fbc3f4d02,9393-2960082e-f208-4821-ac8e-759fbc3f4d02,gears_1,4.0,explanatory,gear,True,gear,64.19501538281614,80.91971329657564,42.894055449424506,18.41514038644533,0
247,gears_1.9393-2960082e-f208-4821-ac8e-759fbc3f4d02,9393-2960082e-f208-4821-ac8e-759fbc3f4d02,gears_1,5.0,explanatory,,False,background,,,,,1
48,gears_1.9438-e9871158-5512-4dca-9edd-11caab65234a,9438-e9871158-5512-4dca-9edd-11caab65234a,gears_1,1.0,depictive,gear,True,gear,41.246211947280685,81.68843247363729,20.920839477177662,13.415841157332066,0
98,gears_1.9438-e9871158-5512-4dca-9edd-11caab65234a,9438-e9871158-5512-4dca-9edd-11caab65234a,gears_1,2.0,depictive,gear,True,gear,62.433965115151864,74.4043009509531,41.79339997160546,19.407606476659385,0
148,gears_1.9438-e9871158-5512-4dca-9edd-11caab65234a,9438-e9871158-5512-4dca-9edd-11caab65234a,gears_1,3.0,depictive,gear,True,gear,25.124689052802225,47.4236228055175,8.30629806188644,36.71535546962622,0
198,gears_1.9438-e9871158-5512-4dca-9edd-11caab65234a,9438-e9871158-5512-4dca-9edd-11caab65234a,gears_1,4.0,depictive,gear,True,gear,34.48187929913333,71.55417527999327,57.15250652340029,37.63151190542668,0
248,gears_1.9438-e9871158-5512-4dca-9edd-11caab65234a,9438-e9871158-5512-4dca-9edd-11caab65234a,gears_1,5.0,depictive,background,True,background,51.03920062069938,30.463092423455635,29.552426953538856,218.88663232988054,0
49,gears_1.9810-988306f1-19e0-4158-a007-261fc2d3ae0b,9810-988306f1-19e0-4158-a007-261fc2d3ae0b,gears_1,1.0,explanatory,gear,True,gear,54.42655601817921,10.816653826391969,48.67155496970045,126.05746241556214,0
99,gears_1.9810-988306f1-19e0-4158-a007-261fc2d3ae0b,9810-988306f1-19e0-4158-a007-261fc2d3ae0b,gears_1,2.0,explanatory,gear,True,gear,28.692333470807146,36.124783736376884,7.593797381025469,84.13302342959261,0
149,gears_1.9810-988306f1-19e0-4158-a007-261fc2d3ae0b,9810-988306f1-19e0-4158-a007-261fc2d3ae0b,gears_1,3.0,explanatory,gear,True,gear,92.16425554410993,10.63014581273465,72.3908559759749,105.014675261981,0
199,gears_1.9810-988306f1-19e0-4158-a007-261fc2d3ae0b,9810-988306f1-19e0-4158-a007-261fc2d3ae0b,gears_1,4.0,explanatory,gear,True,gear,113.6716763314415,45.044422518220834,90.95274732052108,75.88952977038458,0
249,gears_1.9810-988306f1-19e0-4158-a007-261fc2d3ae0b,9810-988306f1-19e0-4158-a007-261fc2d3ae0b,gears_1,5.0,explanatory,background,True,background,70.57797106746553,48.75448697299562,48.4619893041208,193.03243022145296,0
250,gears_2.0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,gears_2,1.0,depictive,gear,True,gear,82.46211251235322,38.41874542459709,61.51362743452936,44.379141557033726,0
300,gears_2.0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,gears_2,2.0,depictive,gear,True,gear,80.94751385929032,24.698178070456937,59.30087793036439,28.83631365894216,0
350,gears_2.0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,gears_2,3.0,depictive,gear,True,gear,72.89890259805013,12.36931687685298,51.121955368319,7.08807611595827,0
400,gears_2.0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,gears_2,4.0,depictive,gear,True,gear,28.6574597618142,19.4164878389476,41.91199714748663,26.217588129703888,0
450,gears_2.0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,gears_2,5.0,depictive,gear,True,gear,19.60229578391266,53.823786563191554,32.25648208453416,58.5296046658999,0
500,gears_2.0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,gears_2,6.0,depictive,gear,True,gear,4.527692569068709,13.038404810405298,20.742755035671472,16.504683663050372,0
550,gears_2.0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,gears_2,7.0,depictive,background,True,background,50.55937104039171,25.079872407968907,30.993001835667094,13.166158484875721,0
251,gears_2.0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,gears_2,1.0,explanatory,gear,True,gear,63.24752959602454,27.730849247724095,61.69241704359133,25.963678919831107,0
301,gears_2.0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,gears_2,2.0,explanatory,gear,True,gear,63.81614215854794,4.242640687119285,66.74594935193389,6.139175976843994,0
351,gears_2.0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,gears_2,3.0,explanatory,gear,True,gear,48.25971404805462,24.08318915758459,55.827642814822,23.83268605479924,0
401,gears_2.0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,gears_2,4.0,explanatory,gear,True,gear,110.77567422498497,6.4031242374328485,125.96283277909016,11.385063880795748,0
451,gears_2.0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,gears_2,5.0,explanatory,gear,True,gear,105.220007603117,6.4031242374328485,122.33583405676609,12.203274281690717,0
501,gears_2.0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,gears_2,6.0,explanatory,gear,True,gear,107.60227692758178,12.206555615733702,125.99829146563596,2.9132663020757543,0
551,gears_2.0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,gears_2,7.0,explanatory,background,True,background,112.13496332544993,187.18172987767795,126.02862448309689,226.79200423997545,0
252,gears_2.0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,gears_2,1.0,depictive,gear,True,gear,31.56342820417326,4.123105625617661,30.9796258114465,6.437315051867527,0
302,gears_2.0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,gears_2,2.0,depictive,gear,True,gear,25.709920264364882,12.165525060596439,30.057544234638375,18.280195160740757,0
352,gears_2.0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,gears_2,3.0,depictive,gear,True,gear,13.509256086106296,17.4928556845359,20.587315132493888,27.126866859100826,0
402,gears_2.0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,gears_2,4.0,depictive,gear,True,gear,33.185087012090236,19.1049731745428,52.99078598801654,25.832884156005573,0
452,gears_2.0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,gears_2,5.0,depictive,gear,True,gear,39.05444917035702,35.510561809129406,60.7352731090243,36.17205970122819,0
502,gears_2.0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,gears_2,6.0,depictive,gear,True,gear,61.33718285020922,19.209372712298546,81.73151073482117,29.160621443880654,0
552,gears_2.0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,gears_2,7.0,depictive,background,True,background,20.615528128088304,79.32212806020776,9.411047100217173,84.34512423767639,0
253,gears_2.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,gears_2,1.0,explanatory,gear,True,gear,130.39171752837677,86.53323061113575,112.95136956438321,85.93589869488876,0
303,gears_2.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,gears_2,2.0,explanatory,gear,True,gear,183.53882423073327,124.52309022827855,165.37108006937606,129.0105864628171,0
353,gears_2.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,gears_2,3.0,explanatory,gear,True,gear,246.03099398246556,152.0690632574555,227.5746487815566,145.11147191043207,0
403,gears_2.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,gears_2,4.0,explanatory,,False,gear,,,,,1
453,gears_2.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,gears_2,5.0,explanatory,,False,gear,,,,,1
503,gears_2.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,gears_2,6.0,explanatory,,False,gear,,,,,1
553,gears_2.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,gears_2,7.0,explanatory,,False,background,,,,,1
254,gears_2.0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,gears_2,1.0,depictive,gear,True,gear,44.93606569338264,33.421549934136806,42.02815133801305,32.745141329298484,0
304,gears_2.0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,gears_2,2.0,depictive,gear,True,gear,42.0267771783657,24.758836806279895,44.07052188966873,27.156949106059425,0
354,gears_2.0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,gears_2,3.0,depictive,gear,True,gear,45.89389937671455,27.586228448267445,51.37014522736336,27.606561239626192,0
404,gears_2.0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,gears_2,4.0,depictive,gear,True,gear,13.238202294873727,42.15447781671598,31.482822879625576,40.70995911916733,0
454,gears_2.0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,gears_2,5.0,depictive,,False,gear,,,,,1
504,gears_2.0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,gears_2,6.0,depictive,gear,True,gear,86.48843853371386,41.677331968349414,108.14079384933612,40.470524918353334,0
554,gears_2.0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,gears_2,7.0,depictive,background,True,background,40.92065493122025,59.00847396772772,62.694817775822266,46.571414160637886,0
255,gears_2.0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,gears_2,1.0,depictive,gear,True,gear,8.0156097709407,49.4064773081425,29.049250006558854,48.77924506790691,0
305,gears_2.0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,gears_2,2.0,depictive,gear,True,gear,41.512046444375635,26.40075756488817,62.70422196518628,26.339588521396482,0
355,gears_2.0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,gears_2,3.0,depictive,gear,True,gear,64.00781202322104,44.04543109109048,84.3047146533672,43.27259536384845,0
405,gears_2.0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,gears_2,4.0,depictive,gear,True,gear,80.62257748298549,39.84971769034255,94.75764816873556,50.49527828802401,0
455,gears_2.0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,gears_2,5.0,depictive,gear,True,gear,81.7572626743337,17.804493814764857,98.83311148569369,17.87102894180403,0
505,gears_2.0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,gears_2,6.0,depictive,gear,True,gear,92.01222744831254,7.280109889280518,111.94218599299786,6.017604301796426,0
555,gears_2.0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,gears_2,7.0,depictive,background,True,background,59.340121334557445,44.28317965096906,76.06252002306621,65.23074236486342,0
256,gears_2.0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,gears_2,1.0,explanatory,,False,gear,,,,,1
306,gears_2.0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,gears_2,2.0,explanatory,,False,gear,,,,,1
356,gears_2.0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,gears_2,3.0,explanatory,,False,gear,,,,,1
406,gears_2.0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,gears_2,4.0,explanatory,gear,True,gear,22.14158982548453,42.43819034784589,43.32033805386858,42.54283769415059,0
456,gears_2.0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,gears_2,5.0,explanatory,gear,True,gear,38.00328933131973,21.840329667841555,58.50247727230182,25.6806172857097,0
506,gears_2.0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,gears_2,6.0,explanatory,gear,True,gear,56.54423047491229,50.20956084253277,78.29106273956769,49.57739607882708,0
556,gears_2.0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,gears_2,7.0,explanatory,background,True,background,34.655446902326915,74.88658090739622,55.56192057559586,70.45146824080973,0
257,gears_2.0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,gears_2,1.0,explanatory,gear,True,gear,113.02765148405058,54.230987451824994,92.26125151550195,67.97676487309016,0
307,gears_2.0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,gears_2,2.0,explanatory,gear,True,gear,109.95567288685018,134.21251804507656,89.75874304077205,152.73547830499675,0
357,gears_2.0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,gears_2,3.0,explanatory,gear,True,gear,203.60378189021932,38.18376618407357,181.89891652738973,42.6369073894891,0
407,gears_2.0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,gears_2,4.0,explanatory,gear,True,gear,137.10671026612812,58.7962583843564,115.32823742256792,64.22636248022853,0
457,gears_2.0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,gears_2,5.0,explanatory,,False,gear,,,,,1
507,gears_2.0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,gears_2,6.0,explanatory,gear,True,gear,122.09524970284471,22.47220505424423,100.37543198908882,15.104631273334947,0
557,gears_2.0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,gears_2,7.0,explanatory,background,True,background,63.42318188170631,158.3729774930054,42.28251681930891,154.69978511487616,0
258,gears_2.1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,gears_2,1.0,explanatory,gear,True,gear,141.23030836190935,51.419840528729765,137.12181980055996,50.160037135350194,0
308,gears_2.1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,gears_2,2.0,explanatory,gear,True,gear,144.11540514462706,29.068883707497267,144.69816717511762,30.452505615956408,0
358,gears_2.1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,gears_2,3.0,explanatory,gear,True,gear,111.60757142774858,14.035668847618199,112.14845825557053,20.388197607569154,0
408,gears_2.1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,gears_2,4.0,explanatory,gear,True,gear,18.681541692269406,84.40379138403677,26.136572826242045,92.51510474686575,0
458,gears_2.1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,gears_2,5.0,explanatory,gear,True,gear,53.558379363083795,19.6468827043885,47.363363502388076,16.866119834437853,0
508,gears_2.1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,gears_2,6.0,explanatory,gear,True,gear,82.17359673277056,32.28002478313795,78.19603851283932,29.046213922725936,0
558,gears_2.1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,gears_2,7.0,explanatory,background,True,background,130.63785821881802,123.40583454602137,130.97624475110533,140.92204989668784,0
259,gears_2.1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,gears_2,1.0,depictive,gear,True,gear,48.56439024635232,8.602325267042627,51.99843790311987,10.749398820358422,0
309,gears_2.1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,gears_2,2.0,depictive,gear,True,gear,32.7566787083184,4.47213595499958,43.25302748328579,9.52690062565572,0
359,gears_2.1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,gears_2,3.0,depictive,gear,True,gear,57.812195945146385,23.08679276123039,71.61421484627772,20.296581541229774,0
409,gears_2.1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,gears_2,4.0,depictive,gear,True,gear,46.80010683748489,50.60632371551998,47.59226197217118,49.89618204587044,0
459,gears_2.1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,gears_2,5.0,depictive,gear,True,gear,46.05702986515739,11.180339887498949,52.45255103571309,13.118074167896657,0
509,gears_2.1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,gears_2,6.0,depictive,gear,True,gear,58.9788097540125,18.601075237738275,68.93891779299902,18.09609603380648,0
559,gears_2.1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,gears_2,7.0,depictive,background,True,background,51.86520991955976,131.52946437965906,58.4177788560116,167.73465648018967,0
260,gears_2.1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,gears_2,1.0,explanatory,gear,True,gear,65.19202405202648,18.439088914585774,60.86518789091337,19.696586789128606,0
310,gears_2.1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,gears_2,2.0,explanatory,gear,True,gear,66.09841147864296,12.649110640673518,66.71568242330069,16.782945412229186,0
360,gears_2.1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,gears_2,3.0,explanatory,gear,True,gear,62.40392615853589,23.600847442411894,68.93766524260487,22.828351302572802,0
410,gears_2.1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,gears_2,4.0,explanatory,gear,True,gear,69.09594778277523,3.605551275463989,80.26428618302087,13.700247390890336,0
460,gears_2.1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,gears_2,5.0,explanatory,gear,True,gear,60.959002616512684,8.94427190999916,72.46404765302135,14.259257067516481,0
510,gears_2.1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,gears_2,6.0,explanatory,gear,True,gear,55.599010782566985,21.095023109728988,74.18431689590446,11.400359547582934,0
560,gears_2.1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,gears_2,7.0,explanatory,background,True,background,78.13609921156802,14.317821063276353,87.93882655242359,39.902608164250296,0
261,gears_2.1568-93d31830-7fa2-4f39-8dac-4da643666140,1568-93d31830-7fa2-4f39-8dac-4da643666140,gears_2,1.0,explanatory,gear,True,gear,32.984845004941285,13.416407864998739,21.292883470067544,17.260387787008895,0
311,gears_2.1568-93d31830-7fa2-4f39-8dac-4da643666140,1568-93d31830-7fa2-4f39-8dac-4da643666140,gears_2,2.0,explanatory,gear,True,gear,8.54400374531753,18.0,16.99386629737428,20.338656681153093,0
361,gears_2.1568-93d31830-7fa2-4f39-8dac-4da643666140,1568-93d31830-7fa2-4f39-8dac-4da643666140,gears_2,3.0,explanatory,gear,True,gear,9.924716620639604,28.319604517012593,31.125891103648602,27.89998576270682,0
411,gears_2.1568-93d31830-7fa2-4f39-8dac-4da643666140,1568-93d31830-7fa2-4f39-8dac-4da643666140,gears_2,4.0,explanatory,gear,True,gear,38.96472763923803,12.041594578792296,58.26290554706026,13.617115029863655,0
461,gears_2.1568-93d31830-7fa2-4f39-8dac-4da643666140,1568-93d31830-7fa2-4f39-8dac-4da643666140,gears_2,5.0,explanatory,gear,True,gear,60.466933112239126,26.248809496813376,79.68775646990395,27.258233484213928,0
511,gears_2.1568-93d31830-7fa2-4f39-8dac-4da643666140,1568-93d31830-7fa2-4f39-8dac-4da643666140,gears_2,6.0,explanatory,gear,True,gear,77.5064513443881,12.206555615733702,97.71652935995057,21.972053594585965,0
561,gears_2.1568-93d31830-7fa2-4f39-8dac-4da643666140,1568-93d31830-7fa2-4f39-8dac-4da643666140,gears_2,7.0,explanatory,background,True,background,66.11542936410532,46.22769732530488,85.16686626942479,47.636155754315475,0
262,gears_2.1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,gears_2,1.0,depictive,gear,True,gear,63.50196847342608,102.9271587094485,56.92988570575103,113.57530088988108,0
312,gears_2.1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,gears_2,2.0,depictive,gear,True,gear,107.05722768687782,79.02531240052139,92.88348872956452,84.0295151910487,0
362,gears_2.1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,gears_2,3.0,depictive,gear,True,gear,144.83179899455783,65.36818798161687,133.93474836904875,75.20940298818637,0
412,gears_2.1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,gears_2,4.0,depictive,gear,True,gear,137.97191743249783,46.22769732530488,121.6981694696323,48.52549689442297,0
462,gears_2.1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,gears_2,5.0,depictive,gear,True,gear,152.97712247261026,38.41874542459709,135.34234873148196,41.768895121184585,0
512,gears_2.1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,gears_2,6.0,depictive,gear,True,gear,153.33134056676084,42.638011210655684,134.6651501909219,45.2873456633924,0
