,sketchID,orig_gameID,stimuli,strokeRoiNum,condition,strokeLabel,voted,groundtruth,loc_err,size_err,norm_loc_err,norm_size_err,omission
0,gears_1.0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,gears_1,1.0,explanatory,,False,gear,,,,,1
50,gears_1.0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,gears_1,2.0,explanatory,,False,gear,,,,,1
100,gears_1.0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,gears_1,3.0,explanatory,gear,True,gear,94.85383492510991,16.401219466856727,115.51615070620811,110.13617467539177,0
150,gears_1.0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,gears_1,4.0,explanatory,gear,True,gear,33.06433123473088,27.51363298439521,42.7504701214034,131.73184570579846,0
200,gears_1.0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,gears_1,5.0,explanatory,,False,background,,,,,1
1,gears_1.0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,gears_1,1.0,depictive,gear,True,gear,67.23466367878997,109.04127658827184,59.01012657115174,51.79161365399118,0
51,gears_1.0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,gears_1,2.0,depictive,gear,True,gear,130.84055181785195,115.88356225108029,111.387336495838,62.179549535560405,0
101,gears_1.0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,gears_1,3.0,depictive,gear,True,gear,34.30014577228499,119.20570456148481,46.81563891428118,71.91341827481679,0
151,gears_1.0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,gears_1,4.0,depictive,gear,True,gear,91.52185531336218,115.26057435220423,71.82186103567653,63.64855485044187,0
201,gears_1.0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,gears_1,5.0,depictive,background,True,background,56.216100896451366,188.31091311976584,47.664381210098036,74.86366818500399,0
2,gears_1.0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,gears_1,1.0,explanatory,,False,gear,,,,,1
52,gears_1.0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,gears_1,2.0,explanatory,,False,gear,,,,,1
102,gears_1.0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,gears_1,3.0,explanatory,gear,True,gear,105.32093808925175,25.495097567963924,126.58815072039015,79.19956731583171,0
152,gears_1.0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,gears_1,4.0,explanatory,gear,True,gear,75.43374576408094,26.40075756488817,95.88488543122719,72.61561108628473,0
202,gears_1.0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,gears_1,5.0,explanatory,,False,background,,,,,1
3,gears_1.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,gears_1,1.0,depictive,gear,True,gear,103.18551254900079,36.124783736376884,89.09761067016633,56.78860826664102,0
53,gears_1.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,gears_1,2.0,depictive,gear,True,gear,138.94063480494106,12.727922061357855,119.37753909234833,111.20025596015974,0
103,gears_1.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,gears_1,3.0,depictive,gear,True,gear,88.64536084872124,28.635642126552707,65.92976055038906,69.19842036442638,0
153,gears_1.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,gears_1,4.0,depictive,gear,True,gear,125.28467583866751,14.317821063276353,102.57043939626733,90.58563614219622,0
203,gears_1.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,gears_1,5.0,depictive,background,True,background,18.506755523321747,182.45547402037573,5.631434627283412,24.20677676180637,0
4,gears_1.0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,gears_1,1.0,explanatory,gear,True,gear,6.020797289396148,84.64632301523794,25.126956776781928,18.037929011915054,0
54,gears_1.0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,gears_1,2.0,explanatory,gear,True,gear,80.66752754361572,94.06912352095134,61.34813515170611,28.584148388964326,0
104,gears_1.0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,gears_1,3.0,explanatory,gear,True,gear,19.557607215607945,67.00746227100382,41.608606309565694,10.889296975680512,0
154,gears_1.0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,gears_1,4.0,explanatory,gear,True,gear,37.795502377928514,45.18849411078001,29.159803446567444,47.708209368286944,0
204,gears_1.0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,gears_1,5.0,explanatory,,False,background,,,,,1
5,gears_1.0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,gears_1,1.0,explanatory,gear,True,gear,55.37598757584374,165.48715962273326,45.04693740394434,134.44305292121712,0
55,gears_1.0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,gears_1,2.0,explanatory,gear,True,gear,112.60217582267227,159.11316727411344,92.41157932260602,124.71660058702473,0
105,gears_1.0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,gears_1,3.0,explanatory,gear,True,gear,52.55949010407159,165.48715962273326,70.23744472535253,138.83240510677632,0
155,gears_1.0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,gears_1,4.0,explanatory,gear,True,gear,123.98891079447388,136.517398158623,119.3038232629221,95.0098493670291,0
205,gears_1.0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,gears_1,5.0,explanatory,background,True,background,104.51076499576492,393.15391388106514,88.59532704877998,339.04287339228006,0
6,gears_1.0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,gears_1,1.0,depictive,gear,True,gear,38.91657744458009,115.10864433221339,33.499381359315606,61.89274619593335,0
56,gears_1.0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,gears_1,2.0,depictive,gear,True,gear,65.19202405202648,101.82337649086284,44.619451906021865,40.07660573753895,0
106,gears_1.0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,gears_1,3.0,depictive,gear,True,gear,22.47220505424423,113.13708498984761,43.34685158633615,61.50290480724389,0
156,gears_1.0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,gears_1,4.0,depictive,gear,True,gear,81.58431221748455,120.21647141718975,75.53156366722072,70.9948327888681,0
206,gears_1.0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,gears_1,5.0,depictive,background,True,background,18.527007313648905,87.66413177577246,6.829255569755924,157.89983375929867,0
7,gears_1.0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,gears_1,1.0,depictive,gear,True,gear,17.585505395068974,62.64982043070834,39.22361960911621,31.096460317242624,0
57,gears_1.0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,gears_1,2.0,depictive,gear,True,gear,37.16517186829626,67.26812023536856,14.956588596596921,13.757268077476118,0
107,gears_1.0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,gears_1,3.0,depictive,gear,True,gear,125.48007810007132,35.84689665786984,129.1443653823713,55.06890447999466,0
157,gears_1.0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,gears_1,4.0,depictive,gear,True,gear,52.92447448959697,37.94733192202055,44.330545791763036,64.00792704974884,0
207,gears_1.0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,gears_1,5.0,depictive,background,True,background,34.04776057246644,256.4156781478075,34.62145994024224,126.62344268971923,0
8,gears_1.1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,gears_1,1.0,depictive,gear,True,gear,100.31948963187563,103.22790320451152,98.3452687463418,48.548838038698264,0
58,gears_1.1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,gears_1,2.0,depictive,gear,True,gear,82.48787789730076,118.1397477566293,63.20518561315836,64.21481224048996,0
108,gears_1.1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,gears_1,3.0,depictive,gear,True,gear,63.05751343020116,63.60031446463138,85.25401362836328,22.355214383299845,0
158,gears_1.1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,gears_1,4.0,depictive,gear,True,gear,34.677081768799404,65.43699259593154,51.28327521934053,17.710791816329365,0
208,gears_1.1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,gears_1,5.0,depictive,background,True,background,43.57177985806869,264.5789107241921,21.39307145811039,143.69351702881218,0
9,gears_1.1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,gears_1,1.0,explanatory,,False,gear,,,,,1
59,gears_1.1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,gears_1,2.0,explanatory,,False,gear,,,,,1
109,gears_1.1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,gears_1,3.0,explanatory,,False,gear,,,,,1
159,gears_1.1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,gears_1,4.0,explanatory,gear,True,gear,195.5153446663458,102.7277956543408,197.22512287230907,45.32886792683508,0
209,gears_1.1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,gears_1,5.0,explanatory,,False,background,,,,,1
10,gears_1.1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,gears_1,1.0,depictive,gear,True,gear,63.90618123468183,123.69316876852982,78.3902169854404,74.42471959796195,0
60,gears_1.1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,gears_1,2.0,depictive,gear,True,gear,46.738634982207174,123.1665539016173,25.553802843122,71.9671650372162,0
110,gears_1.1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,gears_1,3.0,depictive,gear,True,gear,111.5280233842598,133.00375934536586,133.9180248520926,91.0769026509615,0
160,gears_1.1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,gears_1,4.0,depictive,gear,True,gear,92.61884257536369,129.4488315899375,101.38958620635799,84.73006760796028,0
210,gears_1.1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,gears_1,5.0,depictive,background,True,background,127.30377056474015,279.1003403795846,148.66057079203492,157.5788413339454,0
11,gears_1.1568-93d31830-7fa2-4f39-8dac-4da643666140,1568-93d31830-7fa2-4f39-8dac-4da643666140,gears_1,1.0,depictive,gear,True,gear,19.4164878389476,68.46897107449476,29.915933145422127,73.10357127966451,0
61,gears_1.1568-93d31830-7fa2-4f39-8dac-4da643666140,1568-93d31830-7fa2-4f39-8dac-4da643666140,gears_1,2.0,depictive,gear,True,gear,57.76028047023318,87.80091115700337,35.47707662521359,26.88836859944278,0
111,gears_1.1568-93d31830-7fa2-4f39-8dac-4da643666140,1568-93d31830-7fa2-4f39-8dac-4da643666140,gears_1,3.0,depictive,gear,True,gear,70.30113797087498,71.84010022264724,92.24004862029769,15.969105542941337,0
161,gears_1.1568-93d31830-7fa2-4f39-8dac-4da643666140,1568-93d31830-7fa2-4f39-8dac-4da643666140,gears_1,4.0,depictive,gear,True,gear,79.72609359550987,94.06912352095134,82.87738686855155,32.24533886118728,0
211,gears_1.1568-93d31830-7fa2-4f39-8dac-4da643666140,1568-93d31830-7fa2-4f39-8dac-4da643666140,gears_1,5.0,depictive,background,True,background,24.86463351831271,176.3887751530692,47.56646835552564,2.482673598343068,0
12,gears_1.1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,gears_1,1.0,explanatory,gear,True,gear,34.32928778754374,200.124960961895,11.613385105946698,359.6251626317729,0
62,gears_1.1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,gears_1,2.0,explanatory,gear,True,gear,131.2030868539304,223.91292950609173,110.57222779914436,390.54041584533957,0
112,gears_1.1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,gears_1,3.0,explanatory,gear,True,gear,82.97740656347365,217.33154395991392,105.21585060305092,374.5212224883043,0
162,gears_1.1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,gears_1,4.0,explanatory,gear,True,gear,35.67211796347394,203.59273071502332,40.10932685805648,362.74377971865346,0
212,gears_1.1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,gears_1,5.0,explanatory,background,True,background,97.5320460156558,99.36800289831733,83.8402411073247,134.89058062418243,0
13,gears_1.1887-0675d919-20c4-4940-9610-d294d43c9bc1,1887-0675d919-20c4-4940-9610-d294d43c9bc1,gears_1,1.0,explanatory,gear,True,gear,50.95586325438909,158.927656498169,42.09519983031508,129.0954757689281,0
63,gears_1.1887-0675d919-20c4-4940-9610-d294d43c9bc1,1887-0675d919-20c4-4940-9610-d294d43c9bc1,gears_1,2.0,explanatory,gear,True,gear,127.02460391593434,106.83164325236227,105.08378892864974,47.514730824119646,0
113,gears_1.1887-0675d919-20c4-4940-9610-d294d43c9bc1,1887-0675d919-20c4-4940-9610-d294d43c9bc1,gears_1,3.0,explanatory,gear,True,gear,22.901964981197573,163.02760502442524,16.304437358675965,135.4626572257176,0
163,gears_1.1887-0675d919-20c4-4940-9610-d294d43c9bc1,1887-0675d919-20c4-4940-9610-d294d43c9bc1,gears_1,4.0,explanatory,gear,True,gear,138.20003617944533,136.56134152826706,121.99241776806582,95.29221511559963,0
213,gears_1.1887-0675d919-20c4-4940-9610-d294d43c9bc1,1887-0675d919-20c4-4940-9610-d294d43c9bc1,gears_1,5.0,explanatory,background,True,background,85.70297544426332,316.6322788346128,65.48577310671983,222.61705832065607,0
14,gears_1.1991-e997567a-fe35-409f-a17b-8a14b7585294,1991-e997567a-fe35-409f-a17b-8a14b7585294,gears_1,1.0,depictive,gear,True,gear,14.773286702694158,138.10503249338888,24.399665706562395,94.2895213818111,0
64,gears_1.1991-e997567a-fe35-409f-a17b-8a14b7585294,1991-e997567a-fe35-409f-a17b-8a14b7585294,gears_1,2.0,depictive,gear,True,gear,97.5832977512033,143.8401890988746,82.49060275236117,103.70364290667145,0
114,gears_1.1991-e997567a-fe35-409f-a17b-8a14b7585294,1991-e997567a-fe35-409f-a17b-8a14b7585294,gears_1,3.0,depictive,gear,True,gear,62.22539674441618,122.80065146407001,76.99344181804314,82.11214211267648,0
164,gears_1.1991-e997567a-fe35-409f-a17b-8a14b7585294,1991-e997567a-fe35-409f-a17b-8a14b7585294,gears_1,4.0,depictive,gear,True,gear,93.5427709660132,132.7742444904131,85.33771803267548,90.17647983316043,0
214,gears_1.1991-e997567a-fe35-409f-a17b-8a14b7585294,1991-e997567a-fe35-409f-a17b-8a14b7585294,gears_1,5.0,depictive,background,True,background,74.01520114138717,269.0074348414928,82.22189813814109,261.2935777768064,0
15,gears_1.2659-dd1b5c39-13c7-4a69-836f-03279f53939d,2659-dd1b5c39-13c7-4a69-836f-03279f53939d,gears_1,1.0,explanatory,,False,gear,,,,,1
65,gears_1.2659-dd1b5c39-13c7-4a69-836f-03279f53939d,2659-dd1b5c39-13c7-4a69-836f-03279f53939d,gears_1,2.0,explanatory,,False,gear,,,,,1
115,gears_1.2659-dd1b5c39-13c7-4a69-836f-03279f53939d,2659-dd1b5c39-13c7-4a69-836f-03279f53939d,gears_1,3.0,explanatory,gear,True,gear,17.528548142958105,21.18962010041709,40.13343725238465,135.61529926904146,0
165,gears_1.2659-dd1b5c39-13c7-4a69-836f-03279f53939d,2659-dd1b5c39-13c7-4a69-836f-03279f53939d,gears_1,4.0,explanatory,gear,True,gear,38.8329756778952,42.5205832509386,36.18706393867712,44.0182867945695,0
215,gears_1.2659-dd1b5c39-13c7-4a69-836f-03279f53939d,2659-dd1b5c39-13c7-4a69-836f-03279f53939d,gears_1,5.0,explanatory,,False,background,,,,,1
16,gears_1.2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,gears_1,1.0,explanatory,gear,True,gear,47.32071428032337,122.34786471369249,60.966605776649,70.6980701449421,0
66,gears_1.2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,gears_1,2.0,explanatory,gear,True,gear,67.55183195147264,93.49331526906082,50.49385826640736,40.432756627275744,0
116,gears_1.2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,gears_1,3.0,explanatory,gear,True,gear,108.53801177467736,79.61155694998057,129.40150343793306,22.782890861548587,0
166,gears_1.2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,gears_1,4.0,explanatory,gear,True,gear,47.70744176750625,83.73768566183328,59.74750921806838,21.384734330189755,0
216,gears_1.2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,gears_1,5.0,explanatory,background,True,background,56.77367347635698,138.75518008348374,71.34080426557205,68.2714457181678,0
17,gears_1.2989-156d9df6-e309-430b-bbac-e47b6792127e,2989-156d9df6-e309-430b-bbac-e47b6792127e,gears_1,1.0,explanatory,gear,True,gear,39.24601890638081,50.44799302251776,59.52574575184016,37.5644157451707,0
67,gears_1.2989-156d9df6-e309-430b-bbac-e47b6792127e,2989-156d9df6-e309-430b-bbac-e47b6792127e,gears_1,2.0,explanatory,gear,True,gear,84.45412956155549,35.805027579936315,84.45880435181371,59.454188594900344,0
117,gears_1.2989-156d9df6-e309-430b-bbac-e47b6792127e,2989-156d9df6-e309-430b-bbac-e47b6792127e,gears_1,3.0,explanatory,gear,True,gear,100.92695378341705,70.43436661176133,120.41186449023793,16.183096587064846,0
167,gears_1.2989-156d9df6-e309-430b-bbac-e47b6792127e,2989-156d9df6-e309-430b-bbac-e47b6792127e,gears_1,4.0,explanatory,gear,True,gear,91.0343341822194,125.67020331009256,113.24483756949606,287.0909914506744,0
217,gears_1.2989-156d9df6-e309-430b-bbac-e47b6792127e,2989-156d9df6-e309-430b-bbac-e47b6792127e,gears_1,5.0,explanatory,background,True,background,54.147945482723536,333.4786349978061,61.48763145322099,235.7688253328131,0
18,gears_1.2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,gears_1,1.0,explanatory,gear,True,gear,57.967663399519566,90.80198235721508,53.71747071079361,31.678174208293463,0
68,gears_1.2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,gears_1,2.0,explanatory,gear,True,gear,76.54083877251412,89.49860334105779,54.322622269139416,25.76063589831722,0
118,gears_1.2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,gears_1,3.0,explanatory,gear,True,gear,39.92492955535426,66.57326790837296,55.91550891338152,27.349621591418547,0
168,gears_1.2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,gears_1,4.0,explanatory,gear,True,gear,27.35415873317986,73.40980860893181,25.31671441823245,10.165636021575459,0
218,gears_1.2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,gears_1,5.0,explanatory,background,True,background,96.0533705811514,203.21663317750347,76.12261323122425,41.95605729074215,0
19,gears_1.3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,gears_1,1.0,depictive,gear,True,gear,26.85609800399157,86.97700845625813,29.693881010654025,18.762563681038582,0
69,gears_1.3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,gears_1,2.0,depictive,gear,True,gear,44.432533126077786,58.69412236331676,26.314264828013787,23.770951313895146,0
119,gears_1.3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,gears_1,3.0,depictive,gear,True,gear,23.769728648009426,23.40939982143925,13.727036258050598,122.67571158647436,0
169,gears_1.3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,gears_1,4.0,depictive,gear,True,gear,46.2709412050371,79.2464510246358,49.443880209744854,12.68809119191111,0
219,gears_1.3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,gears_1,5.0,depictive,background,True,background,26.73013280924732,103.58571330062848,49.41237117697081,108.15463567325646,0
20,gears_1.3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,gears_1,1.0,explanatory,gear,True,gear,75.58604368532593,135.05924625881784,70.76198203135925,89.48881553773552,0
70,gears_1.3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,gears_1,2.0,explanatory,gear,True,gear,93.55479677707605,121.82774724995944,70.83502271721774,70.20737129921369,0
120,gears_1.3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,gears_1,3.0,explanatory,gear,True,gear,22.147234590350102,113.14592347937243,44.41411889098182,61.43898036870953,0
170,gears_1.3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,gears_1,4.0,explanatory,gear,True,gear,65.66010965571105,85.58621384311844,58.39357758185579,19.706941745279313,0
220,gears_1.3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,gears_1,5.0,explanatory,background,True,background,61.50203248673982,174.61385970191483,56.07324274069462,22.483358929652454,0
21,gears_1.4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,gears_1,1.0,explanatory,,False,gear,,,,,1
71,gears_1.4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,gears_1,2.0,explanatory,,False,gear,,,,,1
121,gears_1.4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,gears_1,3.0,explanatory,gear,True,gear,52.90085065478626,37.33630940518894,70.04249991755081,81.47721387768199,0
171,gears_1.4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,gears_1,4.0,explanatory,gear,True,gear,56.142675390472796,6.324555320336759,57.59120453459146,115.07251109169842,0
221,gears_1.4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,gears_1,5.0,explanatory,,False,background,,,,,1
22,gears_1.4439-0eca0566-7cd9-4da5-b710-085e65a285e5,4439-0eca0566-7cd9-4da5-b710-085e65a285e5,gears_1,1.0,depictive,gear,True,gear,109.11690978029024,75.8023746329889,107.16112097563258,30.13275710820099,0
72,gears_1.4439-0eca0566-7cd9-4da5-b710-085e65a285e5,4439-0eca0566-7cd9-4da5-b710-085e65a285e5,gears_1,2.0,depictive,gear,True,gear,100.20977996183805,32.2490309931942,86.69280959884476,66.55290114593706,0
122,gears_1.4439-0eca0566-7cd9-4da5-b710-085e65a285e5,4439-0eca0566-7cd9-4da5-b710-085e65a285e5,gears_1,3.0,depictive,gear,True,gear,55.94640292279746,36.05551275463989,72.86494969324556,64.49536832658966,0
172,gears_1.4439-0eca0566-7cd9-4da5-b710-085e65a285e5,4439-0eca0566-7cd9-4da5-b710-085e65a285e5,gears_1,4.0,depictive,gear,True,gear,34.121107836645635,52.20153254455275,53.0259072505615,51.97348531513048,0
222,gears_1.4439-0eca0566-7cd9-4da5-b710-085e65a285e5,4439-0eca0566-7cd9-4da5-b710-085e65a285e5,gears_1,5.0,depictive,background,True,background,103.70390542308424,358.42153953131776,126.22310253879803,267.73833882924555,0
23,gears_1.4564-a9b5aa08-b02c-4ba3-a97d-be23a7fd9cc3,4564-a9b5aa08-b02c-4ba3-a97d-be23a7fd9cc3,gears_1,1.0,depictive,gear,True,gear,112.57219905465115,3.1622776601683795,96.570244667084,106.14971324717965,0
73,gears_1.4564-a9b5aa08-b02c-4ba3-a97d-be23a7fd9cc3,4564-a9b5aa08-b02c-4ba3-a97d-be23a7fd9cc3,gears_1,2.0,depictive,gear,True,gear,121.76308964542581,59.033888572581766,100.89844815330487,26.804452818085572,0
