,sketchID,orig_gameID,stimuli,roiNum,condition,label,type,label_gt,type_gt,loc_err,size_err,norm_loc_err,norm_size_err,omission
0,gears_1.0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,gears_1,1.0,explanatory,,,gear,functional,,,,,1
50,gears_1.0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,gears_1,2.0,explanatory,,,gear,functional,,,,,1
100,gears_1.0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,gears_1,3.0,explanatory,gear,causal,gear,causal,0.15137235337024033,0.01621334640202565,0.1845433572614687,1.218924248001645,0
150,gears_1.0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,gears_1,4.0,explanatory,gear,causal,gear,causal,0.09689442459001532,0.30200697031606777,0.10646800662909012,0.5240831701191696,0
200,gears_1.0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,gears_1,5.0,explanatory,,,background,background,,,,,1
1,gears_1.0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,gears_1,1.0,depictive,gear,functional,gear,functional,0.10729633943794144,0.7222326771801724,0.09538649275523228,0.39348892622830883,0
51,gears_1.0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,gears_1,2.0,depictive,gear,functional,gear,functional,0.2088017027520954,0.7514963339817448,0.17790222080104448,0.4573867660786808,0
101,gears_1.0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,gears_1,3.0,depictive,gear,causal,gear,causal,0.054737837332485294,0.7890222984562607,0.07431776635180722,0.5393255369056587,0
151,gears_1.0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,gears_1,4.0,depictive,gear,causal,gear,causal,0.14605501859289444,0.7656531666866964,0.11320529677344264,0.4882985224289978,0
201,gears_1.0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,gears_1,5.0,depictive,background,background,background,background,0.08971238217952167,0.5395822102425876,0.0773048174516444,0.005332395526200986,0
2,gears_1.0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,gears_1,1.0,explanatory,,,gear,functional,,,,,1
52,gears_1.0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,gears_1,2.0,explanatory,,,gear,functional,,,,,1
102,gears_1.0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,gears_1,3.0,explanatory,gear,causal,gear,causal,0.16807626460562894,0.18867924528301888,0.20230503340946943,0.7715367564522234,0
152,gears_1.0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,gears_1,4.0,explanatory,gear,causal,gear,causal,0.12038083256050386,0.21147298001041542,0.15320043837077152,0.7217661341038644,0
202,gears_1.0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,gears_1,5.0,explanatory,,,background,background,,,,,1
3,gears_1.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,gears_1,1.0,depictive,gear,functional,gear,functional,0.16466844888863746,0.28849410967669087,0.14294193395228963,0.5535887992655895,0
53,gears_1.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,gears_1,2.0,depictive,gear,functional,gear,functional,0.22172820830896606,0.003366751458925632,0.19063166795653658,1.1761706726075247,0
103,gears_1.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,gears_1,3.0,depictive,gear,causal,gear,causal,0.1414645691196291,0.23156089193825044,0.10448571239257418,0.6779037354980892,0
153,gears_1.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,gears_1,4.0,depictive,gear,causal,gear,causal,0.1999353662179285,0.1063574089652686,0.16289040095139043,0.9512883011374215,0
203,gears_1.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,gears_1,5.0,depictive,background,background,background,background,0.02953397866332667,0.5617048517520216,0.010450952282017213,0.04297287998403686,0
4,gears_1.0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,gears_1,1.0,explanatory,gear,functional,gear,functional,0.0096082805253011,0.5984041552184877,0.04118161343221695,0.12310661827317819,0
54,gears_1.0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,gears_1,2.0,explanatory,gear,functional,gear,functional,0.1287331555384833,0.6481744725422715,0.09645699484719907,0.2317812035179877,0
104,gears_1.0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,gears_1,3.0,explanatory,gear,causal,gear,causal,0.031210978795477913,0.5108225108225108,0.06739841989388368,0.06812983332249753,0
154,gears_1.0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,gears_1,4.0,explanatory,gear,causal,gear,causal,0.06031589704596147,0.3476745583463526,0.04511968085655895,0.4243669847463588,0
204,gears_1.0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,gears_1,5.0,explanatory,,,background,background,,,,,1
5,gears_1.0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,gears_1,1.0,explanatory,gear,functional,gear,functional,0.08837168856878395,0.9205088637133502,0.0730409510903709,0.8264293512458248,0
55,gears_1.0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,gears_1,2.0,explanatory,gear,functional,gear,functional,0.17969601716519873,0.9028505162352237,0.14611333270424418,0.7878719601846054,0
105,gears_1.0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,gears_1,3.0,explanatory,gear,causal,gear,causal,0.08387698520860785,0.9371069182389937,0.11199869129784433,0.8626715692672694,0
155,gears_1.0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,gears_1,4.0,explanatory,gear,causal,gear,causal,0.19786752147228018,0.8485758923206346,0.18892660738669495,0.6693621221848909,0
205,gears_1.0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,gears_1,5.0,explanatory,background,background,background,background,0.16678335106243716,0.9182008086253369,0.14197457943690114,0.8213896620716483,0
6,gears_1.0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,gears_1,1.0,depictive,gear,functional,gear,functional,0.06210496304711716,0.7493319281869848,0.05490775454330232,0.4526607383035958,0
56,gears_1.0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,gears_1,2.0,depictive,gear,functional,gear,functional,0.10403659598492639,0.686817297620829,0.06984163131825902,0.3161586640991594,0
106,gears_1.0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,gears_1,3.0,depictive,gear,causal,gear,causal,0.035862235482258406,0.7612513272890631,0.06953994411442184,0.4786870090496478,0
156,gears_1.0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,gears_1,4.0,depictive,gear,causal,gear,causal,0.13019620501589094,0.7866842927532749,0.11906620838434931,0.5342204499033186,0
206,gears_1.0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,gears_1,5.0,depictive,background,background,background,background,0.029566297453222756,0.29026954177897574,0.012429389285612205,0.5497121041243686,0
7,gears_1.0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,gears_1,1.0,depictive,gear,functional,gear,functional,0.02806380299708862,0.4593699424140916,0.06308535439067715,0.1804776509019745,0
57,gears_1.0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,gears_1,2.0,depictive,gear,functional,gear,functional,0.059309985026490354,0.49678288193924885,0.022709099210717894,0.09878567254396914,0
107,gears_1.0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,gears_1,3.0,depictive,gear,causal,gear,causal,0.20024719863024917,0.2890631381197419,0.2049445056261994,0.5523463131138783,0
157,gears_1.0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,gears_1,4.0,depictive,gear,causal,gear,causal,0.08445944500503029,0.2874654488643192,0.06925656811523279,0.5558349028299857,0
207,gears_1.0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,gears_1,5.0,depictive,background,background,background,background,0.05433506878145605,0.7015498652291106,0.05681917578632272,0.34832755030507495,0
8,gears_1.1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,gears_1,1.0,depictive,gear,functional,gear,functional,0.16009471041911955,0.6937408257743988,0.1583525934877229,0.3312763404769307,0
58,gears_1.1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,gears_1,2.0,depictive,gear,functional,gear,functional,0.13163815898102424,0.7609232380667365,0.10109881164314513,0.4779706189987729,0
108,gears_1.1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,gears_1,3.0,depictive,gear,causal,gear,causal,0.1006302403391628,0.49101527403414197,0.13706772519407026,0.11137937157274043,0
158,gears_1.1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,gears_1,4.0,depictive,gear,causal,gear,causal,0.05533937008977857,0.4989384288747346,0.08173216253365788,0.0940789882834352,0
208,gears_1.1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,gears_1,5.0,depictive,background,background,background,background,0.06953396099222871,0.7125808625336927,0.033872428224111226,0.37241397613823357,0
9,gears_1.1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,gears_1,1.0,explanatory,,,gear,functional,,,,,1
59,gears_1.1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,gears_1,2.0,explanatory,,,gear,functional,,,,,1
109,gears_1.1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,gears_1,3.0,explanatory,gear,causal,gear,causal,0.23134024943139067,0.46205995262599037,0.25703340084054216,0.17460395429319875,0
159,gears_1.1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,gears_1,4.0,explanatory,gear,causal,gear,causal,0.3102325034284232,0.8722108720906943,0.31204420335689276,0.7209696216322228,0
209,gears_1.1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,gears_1,5.0,explanatory,,,background,background,,,,,1
10,gears_1.1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,gears_1,1.0,depictive,gear,functional,gear,functional,0.10198458561044489,0.7856524521058377,0.12661263929426136,0.5319674030989456,0
60,gears_1.1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,gears_1,2.0,depictive,gear,functional,gear,functional,0.07458778209816426,0.7815352386652701,0.03944436398452531,0.5229773767724666,0
110,gears_1.1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,gears_1,3.0,depictive,gear,causal,gear,causal,0.17798183257151043,0.8417054643469738,0.2142627055479857,0.6543603912207381,0
160,gears_1.1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,gears_1,4.0,depictive,gear,causal,gear,causal,0.147805644106322,0.8233385410407403,0.16096319617873384,0.6142558092157061,0
210,gears_1.1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,gears_1,5.0,depictive,background,background,background,background,0.20315753557570265,0.7453638814016172,0.2384088813287584,0.4439964206576693,0
11,gears_1.1568-93d31830-7fa2-4f39-8dac-4da643666140,1568-93d31830-7fa2-4f39-8dac-4da643666140,gears_1,1.0,depictive,gear,functional,gear,functional,0.03098577364517394,0.4457826790620648,0.04922870781802012,0.21014574001194458,0
61,gears_1.1568-93d31830-7fa2-4f39-8dac-4da643666140,1568-93d31830-7fa2-4f39-8dac-4da643666140,gears_1,2.0,depictive,gear,functional,gear,functional,0.09217665888793475,0.6131976657189885,0.05553889015405523,0.15540857462796315,0
111,gears_1.1568-93d31830-7fa2-4f39-8dac-4da643666140,1568-93d31830-7fa2-4f39-8dac-4da643666140,gears_1,3.0,depictive,gear,causal,gear,causal,0.11218996794024431,0.5437392795883362,0.14764333000906774,0.0037446570480098515,0
161,gears_1.1568-93d31830-7fa2-4f39-8dac-4da643666140,1568-93d31830-7fa2-4f39-8dac-4da643666140,gears_1,4.0,depictive,gear,causal,gear,causal,0.12723076955293053,0.6646236429916276,0.13114119067827748,0.2676983298761659,0
211,gears_1.1568-93d31830-7fa2-4f39-8dac-4da643666140,1568-93d31830-7fa2-4f39-8dac-4da643666140,gears_1,5.0,depictive,background,background,background,background,0.039680188938351374,0.5415363881401617,0.07672910774451186,0.0010654049998628508,0
12,gears_1.1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,gears_1,1.0,explanatory,gear,functional,gear,functional,0.054784343574801705,0.5899732771274794,0.017773142947997707,2.471741707372807,0
62,gears_1.1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,gears_1,2.0,explanatory,gear,functional,gear,functional,0.2093802537577947,0.4783779739637887,0.1751428009838182,2.2280709023890615,0
112,gears_1.1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,gears_1,3.0,explanatory,gear,causal,gear,causal,0.13241937258508452,0.4192599852977211,0.16892073607897376,2.098985470664838,0
162,gears_1.1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,gears_1,4.0,explanatory,gear,causal,gear,causal,0.05692729714191487,0.6542883467531947,0.06315684326077847,2.612175079961044,0
212,gears_1.1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,gears_1,5.0,explanatory,background,background,background,background,0.1556463726117216,0.2974056603773585,0.13459336988893703,0.5341302318230157,0
13,gears_1.1887-0675d919-20c4-4940-9610-d294d43c9bc1,1887-0675d919-20c4-4940-9610-d294d43c9bc1,gears_1,1.0,explanatory,gear,functional,gear,functional,0.0851202330965574,0.6430802815311076,0.05209736838839322,0.220657925125075,0
63,gears_1.1887-0675d919-20c4-4940-9610-d294d43c9bc1,1887-0675d919-20c4-4940-9610-d294d43c9bc1,gears_1,2.0,explanatory,gear,functional,gear,functional,0.2027120278885798,0.7106464162801137,0.16656937325717439,0.3681900700916146,0
113,gears_1.1887-0675d919-20c4-4940-9610-d294d43c9bc1,1887-0675d919-20c4-4940-9610-d294d43c9bc1,gears_1,3.0,explanatory,gear,causal,gear,causal,0.0365480672314809,0.9308992893898554,0.02501595446802482,0.8491170748053376,0
163,gears_1.1887-0675d919-20c4-4940-9610-d294d43c9bc1,1887-0675d919-20c4-4940-9610-d294d43c9bc1,gears_1,4.0,explanatory,gear,causal,gear,causal,0.22054632507849292,0.8492969595000601,0.19313675045672424,0.6709365882697248,0
213,gears_1.1887-0675d919-20c4-4940-9610-d294d43c9bc1,1887-0675d919-20c4-4940-9610-d294d43c9bc1,gears_1,5.0,explanatory,background,background,background,background,0.1367689676866802,0.8018867924528302,0.1045828352674047,0.567415443191899,0
14,gears_1.1991-e997567a-fe35-409f-a17b-8a14b7585294,1991-e997567a-fe35-409f-a17b-8a14b7585294,gears_1,1.0,depictive,gear,functional,gear,functional,0.02357592792073927,0.8396627648763597,0.04038381199583324,0.6499001118878857,0
64,gears_1.1991-e997567a-fe35-409f-a17b-8a14b7585294,1991-e997567a-fe35-409f-a17b-8a14b7585294,gears_1,2.0,depictive,gear,functional,gear,functional,0.15572816261873884,0.859718689211432,0.13232054843471988,0.6936926648795804,0
114,gears_1.1991-e997567a-fe35-409f-a17b-8a14b7585294,1991-e997567a-fe35-409f-a17b-8a14b7585294,gears_1,3.0,depictive,gear,causal,gear,causal,0.09930230814638044,0.8008658008658008,0.12250519222763383,0.5651860855501337,0
164,gears_1.1991-e997567a-fe35-409f-a17b-8a14b7585294,1991-e997567a-fe35-409f-a17b-8a14b7585294,gears_1,4.0,depictive,gear,causal,gear,causal,0.14928009387367844,0.8355966830909747,0.13465448025126317,0.6410217326578816,0
214,gears_1.1991-e997567a-fe35-409f-a17b-8a14b7585294,1991-e997567a-fe35-409f-a17b-8a14b7585294,gears_1,5.0,depictive,background,background,background,background,0.11811705020455177,0.636522911051213,0.13279851133399379,0.20633976210105548,0
15,gears_1.2659-dd1b5c39-13c7-4a69-836f-03279f53939d,2659-dd1b5c39-13c7-4a69-836f-03279f53939d,gears_1,1.0,explanatory,,,gear,functional,,,,,1
65,gears_1.2659-dd1b5c39-13c7-4a69-836f-03279f53939d,2659-dd1b5c39-13c7-4a69-836f-03279f53939d,gears_1,2.0,explanatory,,,gear,functional,,,,,1
115,gears_1.2659-dd1b5c39-13c7-4a69-836f-03279f53939d,2659-dd1b5c39-13c7-4a69-836f-03279f53939d,gears_1,3.0,explanatory,gear,causal,gear,causal,0.01891602289520325,0.12864493996569468,0.05562090069583398,1.464421111512818,0
165,gears_1.2659-dd1b5c39-13c7-4a69-836f-03279f53939d,2659-dd1b5c39-13c7-4a69-836f-03279f53939d,gears_1,4.0,explanatory,gear,causal,gear,causal,0.06588071747451185,0.31787044826342986,0.06020873953211393,0.48944491625282455,0
215,gears_1.2659-dd1b5c39-13c7-4a69-836f-03279f53939d,2659-dd1b5c39-13c7-4a69-836f-03279f53939d,gears_1,5.0,explanatory,,,background,background,,,,,1
16,gears_1.2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,gears_1,1.0,explanatory,gear,functional,gear,functional,0.07551669249249374,0.7798185855696489,0.09689655265200858,0.5192290268882935,0
66,gears_1.2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,gears_1,2.0,explanatory,gear,functional,gear,functional,0.12067664794458051,0.7426305551399073,0.09545942343008736,0.4380281424990703,0
116,gears_1.2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,gears_1,3.0,explanatory,gear,causal,gear,causal,0.14426550182761108,0.7610062893081762,0.16211735121658086,2.8451960605164537,0
166,gears_1.2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,gears_1,4.0,explanatory,gear,causal,gear,causal,0.16631505891953852,0.003965869486840524,0.172372632442624,1.1748624851838285,0
216,gears_1.2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,gears_1,5.0,explanatory,background,background,background,background,0.09293334564923852,0.41389487870619945,0.11913564313480085,0.2797734551719393,0
17,gears_1.2989-156d9df6-e309-430b-bbac-e47b6792127e,2989-156d9df6-e309-430b-bbac-e47b6792127e,gears_1,1.0,explanatory,gear,functional,gear,functional,0.06263070172083425,0.38861078700741464,0.09621978857333623,0.33498182687633504,0
67,gears_1.2989-156d9df6-e309-430b-bbac-e47b6792127e,2989-156d9df6-e309-430b-bbac-e47b6792127e,gears_1,2.0,explanatory,gear,functional,gear,functional,0.13477599881608607,0.28288193924884036,0.13626154618333633,0.5658430971355851,0
117,gears_1.2989-156d9df6-e309-430b-bbac-e47b6792127e,2989-156d9df6-e309-430b-bbac-e47b6792127e,gears_1,3.0,explanatory,gear,causal,gear,causal,0.16106413119456295,0.5350404312668463,0.1921923404073715,0.015249470059829068,0
167,gears_1.2989-156d9df6-e309-430b-bbac-e47b6792127e,2989-156d9df6-e309-430b-bbac-e47b6792127e,gears_1,4.0,explanatory,gear,causal,gear,causal,0.14527700871066807,1.3276048551856747,0.18122111862671977,4.082376521843677,0
217,gears_1.2989-156d9df6-e309-430b-bbac-e47b6792127e,2989-156d9df6-e309-430b-bbac-e47b6792127e,gears_1,5.0,explanatory,background,background,background,background,0.08641191939529627,0.8354177897574124,0.09970976298949068,0.6406311151196918,0
18,gears_1.2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,gears_1,1.0,explanatory,gear,functional,gear,functional,0.09250761063152718,0.6307727050321804,0.08712696841759678,0.19378406047421554,0
68,gears_1.2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,gears_1,2.0,explanatory,gear,functional,gear,functional,0.1221475853145552,0.6232979200957653,0.08630320510389691,0.1774627027566333,0
118,gears_1.2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,gears_1,3.0,explanatory,gear,causal,gear,causal,0.06371414028443441,0.5077186963979416,0.09067460834167418,0.0749070805534632,0
168,gears_1.2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,gears_1,4.0,explanatory,gear,causal,gear,causal,0.04365309410182236,0.5468493370187878,0.039397975721679336,0.01053553601996973,0
218,gears_1.2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,gears_1,5.0,explanatory,background,background,background,background,0.1532866305879182,0.5994743935309973,0.12158846624520277,0.12544350722585337,0
19,gears_1.3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,gears_1,1.0,depictive,gear,functional,gear,functional,0.04285826461751048,0.6122548835108585,0.04897148934785686,0.15334998888943607,0
69,gears_1.3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,gears_1,2.0,depictive,gear,functional,gear,functional,0.07090759283276034,0.4432515337423313,0.04043793090534103,0.21567255162592117,0
119,gears_1.3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,gears_1,3.0,depictive,gear,causal,gear,causal,0.03793288660666177,0.0853548966756514,0.023433228623302407,1.369896347501978,0
169,gears_1.3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,gears_1,4.0,depictive,gear,causal,gear,causal,0.07384141366970011,0.583583703881745,0.07790462398346724,0.09074583600844996,0
219,gears_1.3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,gears_1,5.0,depictive,background,background,background,background,0.042657243246195,0.3420822102425876,0.07957664964240797,0.43657800013465814,0
20,gears_1.3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,gears_1,1.0,explanatory,gear,functional,gear,functional,0.12062387697479086,0.8285219616846701,0.11426673940862833,0.6255739224791566,0
70,gears_1.3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,gears_1,2.0,explanatory,gear,functional,gear,functional,0.14929928524662828,0.7760736196319018,0.11228104272861257,0.5110518111917782,0
120,gears_1.3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,gears_1,3.0,explanatory,gear,causal,gear,causal,0.035343631843994215,0.7610879686351385,0.07184433573908067,0.4783303118269653,0
170,gears_1.3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,gears_1,4.0,explanatory,gear,causal,gear,causal,0.10478358970915909,0.6191964106878179,0.09170613104739832,0.1685069665316332,0
220,gears_1.3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,gears_1,5.0,explanatory,background,background,background,background,0.09814792835651914,0.5289690026954178,0.09083577357613472,0.028506568212349353,0
21,gears_1.4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,gears_1,1.0,explanatory,,,gear,functional,,,,,1
71,gears_1.4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,gears_1,2.0,explanatory,,,gear,functional,,,,,1
121,gears_1.4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,gears_1,3.0,explanatory,gear,causal,gear,causal,0.08442174494288994,0.2077922077922078,0.11163739539654466,0.7298031813983805,0
171,gears_1.4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,gears_1,4.0,explanatory,gear,causal,gear,causal,0.08959520619347795,0.05127588831470577,0.09077531117213422,1.2954840813497108,0
221,gears_1.4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,gears_1,5.0,explanatory,,,background,background,,,,,1
22,gears_1.4439-0eca0566-7cd9-4da5-b710-085e65a285e5,4439-0eca0566-7cd9-4da5-b710-085e65a285e5,gears_1,1.0,depictive,gear,functional,gear,functional,0.17413406046230648,0.5426248635627987,0.17241493852242262,0.0013113050848793282,0
