,sketchID,orig_gameID,stimuli,roiNum,condition,label,type,label_gt,type_gt,loc_err,size_err,norm_loc_err,norm_size_err,omission
0,gears_1.0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,gears_1,1.0,explanatory,,,gear,functional,,,,,1
49,gears_1.0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,gears_1,2.0,explanatory,,,gear,functional,,,,,1
98,gears_1.0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,gears_1,3.0,explanatory,gear,causal,gear,causal,94.85383492510991,16.401219466856727,117.51194779990985,109.63545376079189,0
147,gears_1.0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,gears_1,4.0,explanatory,gear,causal,gear,causal,60.71655457945551,36.796738985948195,68.22411668868246,52.1398264519563,0
196,gears_1.0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,0219-e77f751a-a934-4602-97a0-f2c0bd8bd638,gears_1,5.0,explanatory,,,background,background,,,,,1
1,gears_1.0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,gears_1,1.0,depictive,gear,functional,gear,functional,67.23466367878997,109.04127658827184,58.67240743524385,52.041876667147186,0
50,gears_1.0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,gears_1,2.0,depictive,gear,functional,gear,functional,130.84055181785195,115.88356225108029,109.62181413837301,62.327635773945055,0
99,gears_1.0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,gears_1,3.0,depictive,gear,causal,gear,causal,34.30014577228499,119.20570456148481,48.36974208947999,72.1100053228791,0
148,gears_1.0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,gears_1,4.0,depictive,gear,causal,gear,causal,91.52185531336218,115.26057435220423,70.0092917496263,63.845634991834736,0
197,gears_1.0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,0366-5aa209bd-fda5-4afd-b896-9371d73ab1df,gears_1,5.0,depictive,background,background,background,background,56.216100896451366,188.31091311976584,47.386169706280775,75.72577875451117,0
2,gears_1.0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,gears_1,1.0,explanatory,,,gear,functional,,,,,1
51,gears_1.0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,gears_1,2.0,explanatory,,,gear,functional,,,,,1
100,gears_1.0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,gears_1,3.0,explanatory,gear,causal,gear,causal,105.32093808925175,25.495097567963924,128.63050911711707,79.06068489920284,0
149,gears_1.0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,gears_1,4.0,explanatory,gear,causal,gear,causal,75.43374576408094,26.40075756488817,97.87276796464924,72.419913067943,0
198,gears_1.0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,0524-70721cbe-8f3d-4e95-ad78-7b70a6f7c538,gears_1,5.0,explanatory,,,background,background,,,,,1
3,gears_1.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,gears_1,1.0,depictive,gear,functional,gear,functional,103.18551254900079,36.124783736376884,87.98116383944664,56.45290810017757,0
52,gears_1.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,gears_1,2.0,depictive,gear,functional,gear,functional,138.94063480494106,12.727922061357855,117.59459354615029,110.69745267442879,0
101,gears_1.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,gears_1,3.0,depictive,gear,causal,gear,causal,88.64536084872124,28.635642126552707,63.7615639895651,69.0338698426672,0
150,gears_1.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,gears_1,4.0,depictive,gear,causal,gear,causal,125.28467583866751,14.317821063276353,100.40010239493743,90.33437878291414,0
199,gears_1.0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,0587-0a7bf55b-0d5c-4936-ae31-e30191e2be59,gears_1,5.0,depictive,background,background,background,background,18.506755523321747,182.45547402037573,7.5069415892915,23.633759301860856,0
4,gears_1.0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,gears_1,1.0,explanatory,gear,functional,gear,functional,6.020797289396148,84.64632301523794,27.253397779791662,18.04537887576304,0
53,gears_1.0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,gears_1,2.0,explanatory,gear,functional,gear,functional,80.66752754361572,94.06912352095134,59.5996870003824,28.81937113009701,0
102,gears_1.0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,gears_1,3.0,explanatory,gear,causal,gear,causal,19.557607215607945,67.00746227100382,43.75772424708916,10.42503492254532,0
151,gears_1.0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,gears_1,4.0,explanatory,gear,causal,gear,causal,37.795502377928514,45.18849411078001,29.09224641815519,47.21147382497559,0
200,gears_1.0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,0641-f65a5813-73f1-4a74-8400-1df917c1e4d7,gears_1,5.0,explanatory,,,background,background,,,,,1
5,gears_1.0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,gears_1,1.0,explanatory,gear,functional,gear,functional,55.37598757584374,165.48715962273326,44.58971922892006,134.5548933541742,0
54,gears_1.0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,gears_1,2.0,explanatory,gear,functional,gear,functional,112.60217582267227,159.11316727411344,90.52190499064933,124.84519020637273,0
103,gears_1.0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,gears_1,3.0,explanatory,gear,causal,gear,causal,52.55949010407159,165.48715962273326,72.0491891245593,138.9200038449037,0
152,gears_1.0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,gears_1,4.0,explanatory,gear,causal,gear,causal,123.98891079447388,136.517398158623,119.02719112698824,95.15906553348827,0
201,gears_1.0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,0699-e9c84818-251c-4d0a-ab36-a05f17f4e794,gears_1,5.0,explanatory,background,background,background,background,104.51076499576492,393.15391388106514,87.26978978467905,339.2701460392403,0
6,gears_1.0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,gears_1,1.0,depictive,gear,functional,gear,functional,38.91657744458009,115.10864433221339,33.79160680618123,62.136193850385794,0
55,gears_1.0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,gears_1,2.0,depictive,gear,functional,gear,functional,65.19202405202648,101.82337649086284,42.74363723265587,40.31875166962124,0
104,gears_1.0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,gears_1,3.0,depictive,gear,causal,gear,causal,22.47220505424423,113.13708498984761,45.420667568799615,61.69688041906765,0
153,gears_1.0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,gears_1,4.0,depictive,gear,causal,gear,causal,81.58431221748455,120.21647141718975,75.24094018174175,71.18252832968606,0
202,gears_1.0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,0724-78dbf8af-eee2-44d3-8724-5e3fad9f2ba5,gears_1,5.0,depictive,background,background,background,background,18.527007313648905,87.66413177577246,8.530582552891747,156.434325983377,0
7,gears_1.0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,gears_1,1.0,depictive,gear,functional,gear,functional,17.585505395068974,62.64982043070834,41.3419570505047,30.549909879817854,0
56,gears_1.0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,gears_1,2.0,depictive,gear,functional,gear,functional,37.16517186829626,67.26812023536856,12.91102047875426,13.759259991591739,0
105,gears_1.0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,gears_1,3.0,depictive,gear,causal,gear,causal,125.48007810007132,35.84689665786984,129.65217001864468,54.668958338705224,0
154,gears_1.0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,gears_1,4.0,depictive,gear,causal,gear,causal,52.92447448959697,37.94733192202055,43.99195008208927,63.94683045615286,0
203,gears_1.0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,0829-396e1830-1b25-418a-b8d9-0c7ee8ed0dd1,gears_1,5.0,depictive,background,background,background,background,34.04776057246644,256.4156781478075,35.488652408943516,127.41492238493424,0
8,gears_1.1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,gears_1,1.0,depictive,gear,functional,gear,functional,100.31948963187563,103.22790320451152,98.47604994497786,48.85481991795439,0
57,gears_1.1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,gears_1,2.0,depictive,gear,functional,gear,functional,82.48787789730076,118.1397477566293,61.515486651338136,64.40613165169583,0
106,gears_1.1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,gears_1,3.0,depictive,gear,causal,gear,causal,63.05751343020116,63.60031446463138,87.396327502441,22.503896058765417,0
155,gears_1.1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,gears_1,4.0,depictive,gear,causal,gear,causal,34.677081768799404,65.43699259593154,53.08171989338561,17.84651186505565,0
204,gears_1.1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,1012-51a21e13-6d92-4b2e-9e3c-daaf470c0991,gears_1,5.0,depictive,background,background,background,background,43.57177985806869,264.5789107241921,19.356726885729877,144.45732257389207,0
9,gears_1.1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,gears_1,1.0,explanatory,,,gear,functional,,,,,1
58,gears_1.1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,gears_1,2.0,explanatory,,,gear,functional,,,,,1
107,gears_1.1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,gears_1,3.0,explanatory,,,gear,causal,,,,,1
156,gears_1.1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,gears_1,4.0,explanatory,gear,causal,gear,causal,194.3997170779834,143.58621103713267,196.599311690581,105.59572060245226,0
205,gears_1.1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,1073-31f69960-6dfc-4e45-9a3c-6d7eaa33103e,gears_1,5.0,explanatory,,,background,background,,,,,1
10,gears_1.1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,gears_1,1.0,depictive,gear,functional,gear,functional,63.90618123468183,123.69316876852982,80.00581579431538,74.63940999443761,0
59,gears_1.1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,gears_1,2.0,depictive,gear,functional,gear,functional,46.738634982207174,123.1665539016173,23.655464989656952,72.17570073436713,0
108,gears_1.1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,gears_1,3.0,depictive,gear,causal,gear,causal,111.5280233842598,133.00375934536586,136.05497427097947,91.23148505015396,0
157,gears_1.1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,gears_1,4.0,depictive,gear,causal,gear,causal,92.61884257536369,129.4488315899375,102.41123078326689,84.89999139295719,0
206,gears_1.1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,1350-5a8211e1-f5ee-4256-b1cc-2f4f0e6b08c3,gears_1,5.0,depictive,background,background,background,background,127.30377056474015,279.1003403795846,150.73564978620513,158.27019079122488,0
11,gears_1.1568-93d31830-7fa2-4f39-8dac-4da643666140,1568-93d31830-7fa2-4f39-8dac-4da643666140,gears_1,1.0,depictive,gear,functional,gear,functional,19.4164878389476,68.46897107449476,31.62680247808807,73.32599378643329,0
60,gears_1.1568-93d31830-7fa2-4f39-8dac-4da643666140,1568-93d31830-7fa2-4f39-8dac-4da643666140,gears_1,2.0,depictive,gear,functional,gear,functional,57.76028047023318,87.80091115700337,33.36741321435671,27.27635191432799,0
109,gears_1.1568-93d31830-7fa2-4f39-8dac-4da643666140,1568-93d31830-7fa2-4f39-8dac-4da643666140,gears_1,3.0,depictive,gear,causal,gear,causal,70.30113797087498,71.84010022264724,94.34430151090521,16.299192203050914,0
158,gears_1.1568-93d31830-7fa2-4f39-8dac-4da643666140,1568-93d31830-7fa2-4f39-8dac-4da643666140,gears_1,4.0,depictive,gear,causal,gear,causal,79.72609359550987,94.06912352095134,83.45151345512531,32.47181947738474,0
207,gears_1.1568-93d31830-7fa2-4f39-8dac-4da643666140,1568-93d31830-7fa2-4f39-8dac-4da643666140,gears_1,5.0,depictive,background,background,background,background,24.86463351831271,176.3887751530692,49.73676080856833,1.5068985063411806,0
12,gears_1.1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,gears_1,1.0,explanatory,gear,functional,gear,functional,34.32928778754374,200.124960961895,9.443178303382746,358.16456161899515,0
61,gears_1.1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,gears_1,2.0,explanatory,gear,functional,gear,functional,131.2030868539304,223.91292950609173,108.62381996881543,388.98499360312036,0
110,gears_1.1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,gears_1,3.0,explanatory,gear,causal,gear,causal,82.97740656347365,217.33154395991392,107.35860643529581,373.0391582015103,0
159,gears_1.1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,gears_1,4.0,explanatory,gear,causal,gear,causal,35.67211796347394,203.59273071502332,41.12866561156582,361.29162574406917,0
208,gears_1.1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,1881-7a2da28a-47fe-4371-abd1-e8ca6740eada,gears_1,5.0,explanatory,background,background,background,background,97.5320460156558,99.36800289831733,82.78126860156405,134.4834002904329,0
13,gears_1.1887-0675d919-20c4-4940-9610-d294d43c9bc1,1887-0675d919-20c4-4940-9610-d294d43c9bc1,gears_1,1.0,explanatory,gear,functional,gear,functional,50.95586325438909,158.927656498169,41.84680511043777,129.2039993189057,0
62,gears_1.1887-0675d919-20c4-4940-9610-d294d43c9bc1,1887-0675d919-20c4-4940-9610-d294d43c9bc1,gears_1,2.0,explanatory,gear,functional,gear,functional,127.02460391593434,106.83164325236227,102.99241479525745,47.71999542629219,0
111,gears_1.1887-0675d919-20c4-4940-9610-d294d43c9bc1,1887-0675d919-20c4-4940-9610-d294d43c9bc1,gears_1,3.0,explanatory,gear,causal,gear,causal,22.901964981197573,163.02760502442524,17.13798860737501,135.5663935139259,0
160,gears_1.1887-0675d919-20c4-4940-9610-d294d43c9bc1,1887-0675d919-20c4-4940-9610-d294d43c9bc1,gears_1,4.0,explanatory,gear,causal,gear,causal,138.20003617944533,136.56134152826706,120.51936222875158,95.44675102590912,0
209,gears_1.1887-0675d919-20c4-4940-9610-d294d43c9bc1,1887-0675d919-20c4-4940-9610-d294d43c9bc1,gears_1,5.0,explanatory,background,background,background,background,85.70297544426332,316.6322788346128,63.66837552816472,223.1611502293721,0
14,gears_1.1991-e997567a-fe35-409f-a17b-8a14b7585294,1991-e997567a-fe35-409f-a17b-8a14b7585294,gears_1,1.0,depictive,gear,functional,gear,functional,14.773286702694158,138.10503249338888,26.205297135330493,94.44347272531502,0
63,gears_1.1991-e997567a-fe35-409f-a17b-8a14b7585294,1991-e997567a-fe35-409f-a17b-8a14b7585294,gears_1,2.0,depictive,gear,functional,gear,functional,97.5832977512033,143.8401890988746,81.27352938954012,103.83865769140645,0
112,gears_1.1991-e997567a-fe35-409f-a17b-8a14b7585294,1991-e997567a-fe35-409f-a17b-8a14b7585294,gears_1,3.0,depictive,gear,causal,gear,causal,62.22539674441618,122.80065146407001,78.5714761043104,82.17115014145766,0
161,gears_1.1991-e997567a-fe35-409f-a17b-8a14b7585294,1991-e997567a-fe35-409f-a17b-8a14b7585294,gears_1,4.0,depictive,gear,causal,gear,causal,93.5427709660132,132.7742444904131,84.78577310005012,90.31715918099219,0
210,gears_1.1991-e997567a-fe35-409f-a17b-8a14b7585294,1991-e997567a-fe35-409f-a17b-8a14b7585294,gears_1,5.0,depictive,background,background,background,background,74.01520114138717,269.0074348414928,83.32851378167064,261.9169646252197,0
15,gears_1.2659-dd1b5c39-13c7-4a69-836f-03279f53939d,2659-dd1b5c39-13c7-4a69-836f-03279f53939d,gears_1,1.0,explanatory,,,gear,functional,,,,,1
64,gears_1.2659-dd1b5c39-13c7-4a69-836f-03279f53939d,2659-dd1b5c39-13c7-4a69-836f-03279f53939d,gears_1,2.0,explanatory,,,gear,functional,,,,,1
113,gears_1.2659-dd1b5c39-13c7-4a69-836f-03279f53939d,2659-dd1b5c39-13c7-4a69-836f-03279f53939d,gears_1,3.0,explanatory,gear,causal,gear,causal,20.838665984174707,15.652475842498529,41.86638253825914,83.40473447414092,0
162,gears_1.2659-dd1b5c39-13c7-4a69-836f-03279f53939d,2659-dd1b5c39-13c7-4a69-836f-03279f53939d,gears_1,4.0,explanatory,gear,causal,gear,causal,39.293765408777,56.0357029044876,35.775599559991804,31.428019034126898,0
211,gears_1.2659-dd1b5c39-13c7-4a69-836f-03279f53939d,2659-dd1b5c39-13c7-4a69-836f-03279f53939d,gears_1,5.0,explanatory,,,background,background,,,,,1
16,gears_1.2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,gears_1,1.0,explanatory,gear,functional,gear,functional,47.32071428032337,122.34786471369249,62.51483161638552,70.88661269691832,0
65,gears_1.2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,gears_1,2.0,explanatory,gear,functional,gear,functional,75.61911134098311,113.95174417269794,59.61438589265486,58.649826162106116,0
114,gears_1.2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,gears_1,3.0,explanatory,,,gear,causal,,,,,1
163,gears_1.2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,gears_1,4.0,explanatory,,,gear,causal,,,,,1
212,gears_1.2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,2803-ce4e1ad2-c29d-4097-9d03-c5097c1e103e,gears_1,5.0,explanatory,background,background,background,background,61.58327695080865,228.9497761518888,59.04488645487837,138.77639567902048,0
17,gears_1.2989-156d9df6-e309-430b-bbac-e47b6792127e,2989-156d9df6-e309-430b-bbac-e47b6792127e,gears_1,1.0,explanatory,gear,functional,gear,functional,39.24601890638081,50.44799302251776,61.56825861043441,37.397923518638464,0
66,gears_1.2989-156d9df6-e309-430b-bbac-e47b6792127e,2989-156d9df6-e309-430b-bbac-e47b6792127e,gears_1,2.0,explanatory,gear,functional,gear,functional,84.45412956155549,35.805027579936315,84.82450568448736,59.224435342840025,0
115,gears_1.2989-156d9df6-e309-430b-bbac-e47b6792127e,2989-156d9df6-e309-430b-bbac-e47b6792127e,gears_1,3.0,explanatory,gear,causal,gear,causal,100.92695378341705,70.43436661176133,122.30953638430469,16.482927398073798,0
164,gears_1.2989-156d9df6-e309-430b-bbac-e47b6792127e,2989-156d9df6-e309-430b-bbac-e47b6792127e,gears_1,4.0,explanatory,gear,causal,gear,causal,49.24428900898052,32.55764119219941,61.3473338925885,58.399254117444016,0
213,gears_1.2989-156d9df6-e309-430b-bbac-e47b6792127e,2989-156d9df6-e309-430b-bbac-e47b6792127e,gears_1,5.0,explanatory,background,background,background,background,54.147945482723536,333.4786349978061,62.61637318260739,236.26062883235537,0
18,gears_1.2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,gears_1,1.0,explanatory,gear,functional,gear,functional,57.967663399519566,90.80198235721508,53.844791572002975,32.04660218872128,0
67,gears_1.2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,gears_1,2.0,explanatory,gear,functional,gear,functional,76.54083877251412,89.49860334105779,52.23533380721291,26.132478981071603,0
116,gears_1.2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,gears_1,3.0,explanatory,gear,causal,gear,causal,39.92492955535426,66.57326790837296,57.706232459047506,27.583906854281725,0
165,gears_1.2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,gears_1,4.0,explanatory,gear,causal,gear,causal,27.35415873317986,73.40980860893181,26.124390933659367,9.831892591642267,0
214,gears_1.2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,2990-838b4c34-f6c7-4ff8-9d65-2dc73da4632e,gears_1,5.0,explanatory,background,background,background,background,100.92695378341705,211.22736565132843,79.00253456897019,57.087583392378946,0
19,gears_1.3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,gears_1,1.0,depictive,gear,functional,gear,functional,26.85609800399157,86.97700845625813,30.87819567787812,19.073219728362798,0
68,gears_1.3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,gears_1,2.0,depictive,gear,functional,gear,functional,44.432533126077786,58.69412236331676,24.94275864979796,23.50525420739203,0
117,gears_1.3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,gears_1,3.0,depictive,gear,causal,gear,causal,23.769728648009426,23.40939982143925,14.412732468557781,122.12516485693573,0
166,gears_1.3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,gears_1,4.0,depictive,gear,causal,gear,causal,46.2709412050371,79.2464510246358,50.23352877078988,13.079259107887651,0
215,gears_1.3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,3420-94c6faa4-2c3d-4f6f-a409-e9484a130847,gears_1,5.0,depictive,background,background,background,background,26.73013280924732,103.58571330062848,51.57848663092148,107.2451237769844,0
20,gears_1.3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,gears_1,1.0,explanatory,gear,functional,gear,functional,75.58604368532593,135.05924625881784,70.71382078351313,89.65956597984304,0
69,gears_1.3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,gears_1,2.0,explanatory,gear,functional,gear,functional,93.55479677707605,121.82774724995944,68.66516655445437,70.42253962628224,0
118,gears_1.3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,gears_1,3.0,explanatory,gear,causal,gear,causal,22.147234590350102,113.14592347937243,46.56986493617072,61.62819217560599,0
167,gears_1.3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,gears_1,4.0,explanatory,gear,causal,gear,causal,65.66010965571105,85.58621384311844,58.07173489958136,19.95150473148948,0
216,gears_1.3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,3890-0990b186-d2cb-4b92-98cb-eb634cf917b8,gears_1,5.0,explanatory,background,background,background,background,61.50203248673982,174.61385970191483,56.05794378064472,23.20724693916664,0
21,gears_1.4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,gears_1,1.0,explanatory,,,gear,functional,,,,,1
70,gears_1.4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,gears_1,2.0,explanatory,,,gear,functional,,,,,1
119,gears_1.4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,gears_1,3.0,explanatory,gear,causal,gear,causal,52.90085065478626,37.33630940518894,71.81591375399557,80.87716266050009,0
168,gears_1.4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,gears_1,4.0,explanatory,gear,causal,gear,causal,56.142675390472796,6.324555320336759,58.1488750710195,114.6775707710049,0
217,gears_1.4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,4032-8dfa87ba-2459-483b-a538-b02c05bbdab2,gears_1,5.0,explanatory,,,background,background,,,,,1
22,gears_1.4439-0eca0566-7cd9-4da5-b710-085e65a285e5,4439-0eca0566-7cd9-4da5-b710-085e65a285e5,gears_1,1.0,depictive,gear,functional,gear,functional,109.11690978029024,75.8023746329889,107.27130068104336,30.45832643195106,0
71,gears_1.4439-0eca0566-7cd9-4da5-b710-085e65a285e5,4439-0eca0566-7cd9-4da5-b710-085e65a285e5,gears_1,2.0,depictive,gear,functional,gear,functional,100.20977996183805,32.2490309931942,85.64661463216721,66.34629364541803,0
120,gears_1.4439-0eca0566-7cd9-4da5-b710-085e65a285e5,4439-0eca0566-7cd9-4da5-b710-085e65a285e5,gears_1,3.0,depictive,gear,causal,gear,causal,60.87076473973364,45.48626166217664,78.23806266647209,44.13120636226361,0
169,gears_1.4439-0eca0566-7cd9-4da5-b710-085e65a285e5,4439-0eca0566-7cd9-4da5-b710-085e65a285e5,gears_1,4.0,depictive,gear,causal,gear,causal,34.121107836645635,52.20153254455275,55.002546286067165,52.05919737418956,0
